envio_id,pedido_id,fecha_envio,fecha_entrega_estimada,transportista,numero_seguimiento,costo_envio,estado_id,notas
2224,2380,2025-02-09 22:34:58,2025-02-17 22:34:58,UPS,TRACK2224,92.37,2,Nota 2224
2225,1139,2024-08-26 08:11:12,2024-08-27 08:11:12,UPS,TRACK2225,25.43,3,Nota 2225
2226,1952,2023-07-01 02:38:32,2023-07-04 02:38:32,Correos,TRACK2226,89.77,3,Nota 2226
2227,1550,2023-07-08 05:06:37,2023-07-09 05:06:37,UPS,TRACK2227,29.84,2,Nota 2227
2228,1694,2024-10-16 07:11:41,2024-10-17 07:11:41,DHL,TRACK2228,71.31,3,Nota 2228
2229,2135,2024-04-05 18:45:01,2024-04-15 18:45:01,DHL,TRACK2229,5.65,3,Nota 2229
2230,222,2025-05-31 14:07:21,2025-06-09 14:07:21,FedEx,TRACK2230,86.95,2,Nota 2230
2231,369,2023-09-21 01:07:14,2023-09-28 01:07:14,UPS,TRACK2231,70.35,5,Nota 2231
2232,703,2023-11-14 02:39:17,2023-11-16 02:39:17,UPS,TRACK2232,50.43,3,Nota 2232
2233,1951,2023-02-14 11:20:25,2023-02-19 11:20:25,UPS,TRACK2233,26.36,1,Nota 2233
2234,1089,2023-09-30 03:25:16,2023-10-01 03:25:16,DHL,TRACK2234,64.24,4,Nota 2234
2235,1997,2025-05-21 20:06:58,2025-05-29 20:06:58,FedEx,TRACK2235,54.64,3,Nota 2235
2236,2508,2025-01-23 16:02:45,2025-01-24 16:02:45,FedEx,TRACK2236,80.29,2,Nota 2236
2237,1192,2024-03-09 14:05:37,2024-03-17 14:05:37,UPS,TRACK2237,87.96,1,Nota 2237
2238,317,2023-10-27 02:36:41,2023-11-02 02:36:41,Correos,TRACK2238,34.72,5,Nota 2238
2239,1685,2023-12-18 03:55:57,2023-12-22 03:55:57,UPS,TRACK2239,58.34,4,Nota 2239
2240,1022,2024-10-15 23:39:11,2024-10-21 23:39:11,Correos,TRACK2240,18.47,3,Nota 2240
2241,1840,2024-03-09 01:16:39,2024-03-16 01:16:39,Correos,TRACK2241,13.22,4,Nota 2241
2242,362,2025-03-02 08:26:20,2025-03-05 08:26:20,Correos,TRACK2242,63.67,3,Nota 2242
2243,175,2023-09-29 09:12:44,2023-10-09 09:12:44,UPS,TRACK2243,59.49,4,Nota 2243
2244,1399,2023-05-12 01:47:45,2023-05-19 01:47:45,FedEx,TRACK2244,80.11,2,Nota 2244
2245,647,2024-06-04 15:42:50,2024-06-05 15:42:50,Correos,TRACK2245,23.77,4,Nota 2245
2246,2196,2025-04-20 10:37:50,2025-04-28 10:37:50,FedEx,TRACK2246,66.96,5,Nota 2246
2247,1586,2024-08-08 03:59:27,2024-08-17 03:59:27,FedEx,TRACK2247,70.58,5,Nota 2247
2248,1577,2025-08-31 23:57:59,2025-09-02 23:57:59,DHL,TRACK2248,25.21,4,Nota 2248
2249,573,2023-04-22 20:08:32,2023-05-02 20:08:32,FedEx,TRACK2249,66.03,2,Nota 2249
2250,1725,2024-08-03 19:25:41,2024-08-09 19:25:41,FedEx,TRACK2250,31.46,3,Nota 2250
2251,2994,2023-05-17 20:44:42,2023-05-27 20:44:42,DHL,TRACK2251,75.58,5,Nota 2251
2252,380,2025-08-05 20:53:58,2025-08-10 20:53:58,FedEx,TRACK2252,53.59,3,Nota 2252
2253,1000,2023-10-12 17:12:30,2023-10-20 17:12:30,Correos,TRACK2253,19.02,1,Nota 2253
2254,238,2025-11-09 23:50:52,2025-11-16 23:50:52,Correos,TRACK2254,97.29,2,Nota 2254
2255,2683,2025-09-16 04:15:43,2025-09-21 04:15:43,FedEx,TRACK2255,50.41,5,Nota 2255
2256,2609,2023-02-23 11:59:53,2023-03-05 11:59:53,UPS,TRACK2256,16.31,1,Nota 2256
2257,157,2024-04-04 02:51:33,2024-04-13 02:51:33,UPS,TRACK2257,96.56,5,Nota 2257
2258,1328,2025-11-13 19:30:24,2025-11-23 19:30:24,Correos,TRACK2258,28.18,2,Nota 2258
2259,2117,2025-11-25 04:14:54,2025-11-29 04:14:54,UPS,TRACK2259,71.37,4,Nota 2259
2260,2194,2023-08-14 13:19:13,2023-08-17 13:19:13,DHL,TRACK2260,35.75,2,Nota 2260
2261,1695,2023-08-13 04:40:48,2023-08-21 04:40:48,DHL,TRACK2261,12.76,2,Nota 2261
2262,1251,2025-01-07 06:12:26,2025-01-08 06:12:26,UPS,TRACK2262,41.77,4,Nota 2262
2263,2829,2024-05-10 08:50:05,2024-05-16 08:50:05,UPS,TRACK2263,30.92,2,Nota 2263
2264,689,2024-11-01 01:20:17,2024-11-05 01:20:17,UPS,TRACK2264,25.5,2,Nota 2264
2265,1968,2024-12-02 02:32:18,2024-12-08 02:32:18,FedEx,TRACK2265,11.17,3,Nota 2265
2266,1121,2023-10-17 09:15:13,2023-10-21 09:15:13,DHL,TRACK2266,7.49,1,Nota 2266
2267,969,2024-03-06 17:22:56,2024-03-16 17:22:56,Correos,TRACK2267,25.64,1,Nota 2267
2268,2980,2025-01-18 09:42:35,2025-01-20 09:42:35,FedEx,TRACK2268,29.38,5,Nota 2268
2269,2311,2024-12-20 23:45:15,2024-12-22 23:45:15,Correos,TRACK2269,68.6,3,Nota 2269
2270,1322,2024-06-30 23:41:40,2024-07-07 23:41:40,DHL,TRACK2270,14.83,3,Nota 2270
2271,2776,2025-11-13 09:41:03,2025-11-18 09:41:03,Correos,TRACK2271,60.76,3,Nota 2271
2272,583,2025-01-20 10:35:03,2025-01-24 10:35:03,UPS,TRACK2272,71.9,4,Nota 2272
2273,1364,2023-12-23 17:51:56,2023-12-26 17:51:56,UPS,TRACK2273,8.19,3,Nota 2273
2274,238,2024-04-12 04:28:14,2024-04-17 04:28:14,Correos,TRACK2274,41.26,1,Nota 2274
2275,839,2025-10-15 02:35:13,2025-10-22 02:35:13,FedEx,TRACK2275,99.59,2,Nota 2275
2276,1713,2023-12-09 21:16:51,2023-12-16 21:16:51,Correos,TRACK2276,88.45,2,Nota 2276
2277,292,2023-09-08 21:52:25,2023-09-10 21:52:25,DHL,TRACK2277,15.75,4,Nota 2277
2278,575,2025-03-17 11:35:34,2025-03-23 11:35:34,Correos,TRACK2278,76.92,3,Nota 2278
2279,2290,2025-06-04 06:37:52,2025-06-09 06:37:52,FedEx,TRACK2279,55.67,2,Nota 2279
2280,1214,2025-05-16 20:27:50,2025-05-20 20:27:50,UPS,TRACK2280,51.87,3,Nota 2280
2281,1559,2023-02-08 19:58:34,2023-02-13 19:58:34,Correos,TRACK2281,99.01,5,Nota 2281
2282,2872,2024-04-01 23:08:40,2024-04-11 23:08:40,DHL,TRACK2282,10.16,4,Nota 2282
2283,828,2024-04-23 07:39:39,2024-05-02 07:39:39,UPS,TRACK2283,44.23,2,Nota 2283
2284,1832,2025-09-01 03:31:34,2025-09-09 03:31:34,DHL,TRACK2284,61.04,5,Nota 2284
2285,988,2025-04-25 16:12:09,2025-04-30 16:12:09,DHL,TRACK2285,18.97,2,Nota 2285
2286,150,2025-02-20 03:09:23,2025-02-23 03:09:23,Correos,TRACK2286,80.29,2,Nota 2286
2287,673,2023-03-14 05:45:43,2023-03-17 05:45:43,Correos,TRACK2287,40.76,5,Nota 2287
2288,243,2025-04-30 10:21:56,2025-05-04 10:21:56,DHL,TRACK2288,94.39,5,Nota 2288
2289,1347,2023-12-29 14:23:34,2024-01-06 14:23:34,DHL,TRACK2289,29.87,2,Nota 2289
2290,303,2024-10-13 17:58:12,2024-10-15 17:58:12,FedEx,TRACK2290,47.79,2,Nota 2290
2291,480,2024-01-30 15:47:48,2024-02-08 15:47:48,DHL,TRACK2291,73.3,4,Nota 2291
2292,940,2023-03-23 02:53:49,2023-04-01 02:53:49,UPS,TRACK2292,37.52,2,Nota 2292
2293,1866,2023-12-07 14:32:54,2023-12-08 14:32:54,UPS,TRACK2293,50.39,5,Nota 2293
2294,814,2024-01-03 18:50:09,2024-01-09 18:50:09,UPS,TRACK2294,28.69,2,Nota 2294
2295,20,2024-09-11 16:33:12,2024-09-21 16:33:12,DHL,TRACK2295,79.73,5,Nota 2295
2296,1375,2025-04-02 19:55:04,2025-04-05 19:55:04,DHL,TRACK2296,80.99,4,Nota 2296
2297,1126,2024-05-10 02:21:56,2024-05-16 02:21:56,DHL,TRACK2297,20.74,4,Nota 2297
2298,769,2024-02-28 09:49:07,2024-03-02 09:49:07,FedEx,TRACK2298,61.51,5,Nota 2298
2299,2960,2023-05-06 00:43:27,2023-05-09 00:43:27,Correos,TRACK2299,12.3,1,Nota 2299
2300,1557,2025-02-27 21:47:40,2025-03-02 21:47:40,DHL,TRACK2300,41.71,3,Nota 2300
2301,945,2023-12-16 17:06:45,2023-12-18 17:06:45,DHL,TRACK2301,83.36,3,Nota 2301
2302,130,2025-01-31 06:26:06,2025-02-07 06:26:06,UPS,TRACK2302,70.3,3,Nota 2302
2303,975,2023-03-25 12:31:57,2023-03-31 12:31:57,FedEx,TRACK2303,95.76,2,Nota 2303
2304,1509,2023-12-04 14:15:41,2023-12-07 14:15:41,Correos,TRACK2304,37.88,2,Nota 2304
2305,1036,2023-01-26 12:12:13,2023-01-30 12:12:13,UPS,TRACK2305,7.04,1,Nota 2305
2306,693,2024-04-30 23:43:49,2024-05-03 23:43:49,UPS,TRACK2306,83.38,4,Nota 2306
2307,1371,2023-10-23 18:00:19,2023-10-30 18:00:19,Correos,TRACK2307,7.45,2,Nota 2307
2308,1054,2024-05-14 18:48:44,2024-05-23 18:48:44,DHL,TRACK2308,10.39,4,Nota 2308
2309,253,2024-05-21 16:37:46,2024-05-27 16:37:46,FedEx,TRACK2309,8.88,1,Nota 2309
2310,2000,2023-02-11 05:05:41,2023-02-15 05:05:41,UPS,TRACK2310,94.56,5,Nota 2310
2311,2476,2023-02-20 08:52:14,2023-02-24 08:52:14,DHL,TRACK2311,46.9,1,Nota 2311
2312,1569,2025-03-29 12:38:03,2025-04-02 12:38:03,FedEx,TRACK2312,65.23,2,Nota 2312
2313,1755,2024-02-10 00:43:01,2024-02-18 00:43:01,DHL,TRACK2313,98.45,2,Nota 2313
2314,2634,2023-03-04 11:34:57,2023-03-10 11:34:57,Correos,TRACK2314,18.09,3,Nota 2314
2315,1531,2025-01-03 06:38:57,2025-01-06 06:38:57,UPS,TRACK2315,11.53,4,Nota 2315
2316,1171,2025-03-11 00:52:17,2025-03-21 00:52:17,DHL,TRACK2316,19.63,1,Nota 2316
2317,1313,2024-05-06 21:12:00,2024-05-15 21:12:00,DHL,TRACK2317,76.39,2,Nota 2317
2318,2824,2023-06-20 09:11:25,2023-06-28 09:11:25,DHL,TRACK2318,65.96,2,Nota 2318
2319,2399,2023-06-12 12:41:23,2023-06-17 12:41:23,FedEx,TRACK2319,64.85,2,Nota 2319
2320,1513,2023-09-26 06:03:25,2023-09-29 06:03:25,Correos,TRACK2320,39.48,3,Nota 2320
2321,1431,2024-02-07 17:34:04,2024-02-16 17:34:04,FedEx,TRACK2321,78.32,2,Nota 2321
2322,1729,2024-04-20 14:47:00,2024-04-23 14:47:00,UPS,TRACK2322,70.24,2,Nota 2322
2323,774,2023-03-10 13:29:12,2023-03-12 13:29:12,Correos,TRACK2323,78.38,4,Nota 2323
2324,979,2024-01-21 15:20:59,2024-01-25 15:20:59,Correos,TRACK2324,32.58,4,Nota 2324
2325,102,2023-05-02 04:25:19,2023-05-07 04:25:19,UPS,TRACK2325,61.26,5,Nota 2325
2326,2967,2023-04-22 00:14:23,2023-04-27 00:14:23,Correos,TRACK2326,69.99,2,Nota 2326
2327,2205,2024-04-12 11:40:02,2024-04-16 11:40:02,FedEx,TRACK2327,27.66,5,Nota 2327
2328,1302,2023-10-28 21:50:42,2023-11-05 21:50:42,UPS,TRACK2328,97.47,4,Nota 2328
2329,513,2025-10-06 22:37:22,2025-10-16 22:37:22,UPS,TRACK2329,56.07,1,Nota 2329
2330,2339,2024-02-13 12:35:34,2024-02-19 12:35:34,DHL,TRACK2330,29.33,4,Nota 2330
2331,599,2023-09-23 05:46:23,2023-10-02 05:46:23,FedEx,TRACK2331,12.13,2,Nota 2331
2332,1355,2023-01-22 06:47:46,2023-01-25 06:47:46,DHL,TRACK2332,5.3,3,Nota 2332
2333,1439,2025-05-05 05:14:59,2025-05-09 05:14:59,DHL,TRACK2333,58.64,1,Nota 2333
2334,1407,2023-04-01 05:21:53,2023-04-09 05:21:53,DHL,TRACK2334,82.57,1,Nota 2334
2335,1528,2025-09-29 12:46:25,2025-10-05 12:46:25,UPS,TRACK2335,84.94,2,Nota 2335
2336,1160,2025-03-04 21:16:29,2025-03-10 21:16:29,Correos,TRACK2336,5.36,5,Nota 2336
2337,447,2025-07-27 04:56:43,2025-08-06 04:56:43,Correos,TRACK2337,53.11,5,Nota 2337
2338,753,2024-04-17 19:11:30,2024-04-27 19:11:30,UPS,TRACK2338,12.55,2,Nota 2338
2339,256,2023-06-24 10:28:03,2023-06-25 10:28:03,FedEx,TRACK2339,61.69,3,Nota 2339
2340,1685,2024-03-03 11:27:25,2024-03-08 11:27:25,FedEx,TRACK2340,8.16,4,Nota 2340
2341,1194,2023-10-02 12:55:24,2023-10-03 12:55:24,FedEx,TRACK2341,64.19,2,Nota 2341
2342,2134,2025-07-19 16:24:21,2025-07-27 16:24:21,FedEx,TRACK2342,69.07,5,Nota 2342
2343,2429,2025-11-13 16:07:40,2025-11-19 16:07:40,DHL,TRACK2343,28.09,3,Nota 2343
2344,477,2025-03-14 09:10:01,2025-03-18 09:10:01,FedEx,TRACK2344,52.88,1,Nota 2344
2345,162,2023-07-25 03:16:37,2023-07-28 03:16:37,DHL,TRACK2345,85.26,3,Nota 2345
2346,205,2025-05-20 12:04:13,2025-05-22 12:04:13,UPS,TRACK2346,87.72,5,Nota 2346
2347,2013,2024-10-09 18:05:24,2024-10-17 18:05:24,UPS,TRACK2347,31.54,5,Nota 2347
2348,580,2023-10-18 06:11:07,2023-10-22 06:11:07,Correos,TRACK2348,32.74,1,Nota 2348
2349,1991,2024-10-16 09:21:06,2024-10-24 09:21:06,UPS,TRACK2349,74.0,5,Nota 2349
2350,455,2023-03-27 12:55:12,2023-04-02 12:55:12,Correos,TRACK2350,53.9,5,Nota 2350
2351,2404,2023-11-16 05:59:38,2023-11-26 05:59:38,FedEx,TRACK2351,78.94,3,Nota 2351
2352,2889,2025-05-14 05:30:45,2025-05-24 05:30:45,FedEx,TRACK2352,76.75,2,Nota 2352
2353,379,2024-04-12 05:08:13,2024-04-14 05:08:13,Correos,TRACK2353,71.53,1,Nota 2353
2354,657,2024-11-06 05:43:18,2024-11-07 05:43:18,FedEx,TRACK2354,21.5,2,Nota 2354
2355,590,2024-02-07 12:31:33,2024-02-13 12:31:33,DHL,TRACK2355,19.65,5,Nota 2355
2356,1401,2025-04-06 11:47:14,2025-04-07 11:47:14,DHL,TRACK2356,41.75,3,Nota 2356
2357,1601,2024-09-13 11:18:58,2024-09-18 11:18:58,UPS,TRACK2357,52.12,4,Nota 2357
2358,1397,2024-03-08 18:24:08,2024-03-10 18:24:08,FedEx,TRACK2358,29.34,1,Nota 2358
2359,903,2025-02-27 04:27:02,2025-03-05 04:27:02,FedEx,TRACK2359,53.94,3,Nota 2359
2360,2126,2025-11-13 08:17:21,2025-11-14 08:17:21,FedEx,TRACK2360,10.63,4,Nota 2360
2361,1985,2024-06-05 20:27:57,2024-06-13 20:27:57,UPS,TRACK2361,79.25,3,Nota 2361
2362,125,2023-08-25 14:12:37,2023-08-28 14:12:37,FedEx,TRACK2362,45.26,4,Nota 2362
2363,1499,2025-11-22 09:54:47,2025-12-02 09:54:47,Correos,TRACK2363,81.2,1,Nota 2363
2364,2549,2024-07-18 08:10:34,2024-07-25 08:10:34,DHL,TRACK2364,89.71,3,Nota 2364
2365,1267,2024-09-25 03:02:59,2024-10-01 03:02:59,DHL,TRACK2365,14.32,1,Nota 2365
2366,1420,2024-07-01 03:04:36,2024-07-05 03:04:36,UPS,TRACK2366,40.87,5,Nota 2366
2367,1287,2023-01-27 23:37:22,2023-01-28 23:37:22,UPS,TRACK2367,91.51,1,Nota 2367
2368,761,2023-04-30 05:01:00,2023-05-10 05:01:00,Correos,TRACK2368,54.85,5,Nota 2368
2369,2857,2025-08-24 03:29:09,2025-09-03 03:29:09,Correos,TRACK2369,75.82,3,Nota 2369
2370,2398,2025-11-21 19:29:15,2025-11-24 19:29:15,Correos,TRACK2370,73.88,2,Nota 2370
2371,2708,2023-02-11 02:53:19,2023-02-18 02:53:19,UPS,TRACK2371,64.47,2,Nota 2371
2372,1558,2025-02-12 08:20:45,2025-02-22 08:20:45,DHL,TRACK2372,14.77,3,Nota 2372
2373,1311,2025-09-03 13:12:58,2025-09-12 13:12:58,Correos,TRACK2373,94.12,4,Nota 2373
2374,1087,2023-04-04 08:44:33,2023-04-05 08:44:33,Correos,TRACK2374,64.09,1,Nota 2374
2375,873,2025-05-08 18:32:56,2025-05-18 18:32:56,UPS,TRACK2375,8.1,2,Nota 2375
2376,1061,2025-09-06 18:50:40,2025-09-13 18:50:40,Correos,TRACK2376,48.42,1,Nota 2376
2377,326,2025-01-22 00:51:31,2025-01-26 00:51:31,DHL,TRACK2377,77.04,2,Nota 2377
2378,225,2025-05-13 11:59:57,2025-05-15 11:59:57,Correos,TRACK2378,67.19,1,Nota 2378
2379,2405,2024-02-10 18:30:00,2024-02-12 18:30:00,DHL,TRACK2379,30.35,1,Nota 2379
2380,58,2024-08-17 10:27:48,2024-08-25 10:27:48,Correos,TRACK2380,24.86,5,Nota 2380
2381,1081,2023-04-29 19:43:52,2023-05-09 19:43:52,UPS,TRACK2381,80.7,1,Nota 2381
2382,642,2024-07-06 10:20:54,2024-07-16 10:20:54,Correos,TRACK2382,18.25,4,Nota 2382
2383,1540,2023-10-05 02:47:01,2023-10-15 02:47:01,Correos,TRACK2383,22.21,1,Nota 2383
2384,1061,2024-05-09 19:42:51,2024-05-15 19:42:51,Correos,TRACK2384,14.52,5,Nota 2384
2385,2550,2025-02-13 02:27:47,2025-02-16 02:27:47,UPS,TRACK2385,99.09,1,Nota 2385
2386,414,2023-01-09 12:24:48,2023-01-11 12:24:48,Correos,TRACK2386,65.6,1,Nota 2386
2387,1074,2025-03-12 14:30:19,2025-03-16 14:30:19,DHL,TRACK2387,74.49,4,Nota 2387
2388,2146,2023-03-07 14:27:41,2023-03-13 14:27:41,Correos,TRACK2388,98.75,4,Nota 2388
2389,2567,2024-07-08 17:57:02,2024-07-11 17:57:02,FedEx,TRACK2389,59.51,3,Nota 2389
2390,2101,2023-04-13 21:01:54,2023-04-17 21:01:54,UPS,TRACK2390,86.74,4,Nota 2390
2391,1041,2023-05-14 09:05:32,2023-05-19 09:05:32,UPS,TRACK2391,41.07,5,Nota 2391
2392,1212,2025-07-15 09:32:14,2025-07-21 09:32:14,Correos,TRACK2392,95.32,4,Nota 2392
2393,947,2025-08-31 14:32:57,2025-09-04 14:32:57,DHL,TRACK2393,59.6,4,Nota 2393
2394,2972,2024-03-14 04:00:42,2024-03-20 04:00:42,FedEx,TRACK2394,77.14,3,Nota 2394
2395,1847,2025-12-30 05:38:06,2026-01-03 05:38:06,FedEx,TRACK2395,22.4,5,Nota 2395
2396,1069,2024-04-06 05:43:01,2024-04-08 05:43:01,Correos,TRACK2396,14.92,2,Nota 2396
2397,126,2025-09-04 18:46:07,2025-09-08 18:46:07,Correos,TRACK2397,65.29,4,Nota 2397
2398,2496,2023-02-12 03:31:51,2023-02-22 03:31:51,UPS,TRACK2398,21.63,2,Nota 2398
2399,576,2024-05-03 23:32:57,2024-05-04 23:32:57,UPS,TRACK2399,70.55,3,Nota 2399
2400,1957,2023-10-03 07:29:33,2023-10-07 07:29:33,UPS,TRACK2400,6.52,1,Nota 2400
2401,1530,2024-12-17 20:13:17,2024-12-23 20:13:17,UPS,TRACK2401,57.04,4,Nota 2401
2402,585,2025-02-03 01:22:53,2025-02-08 01:22:53,FedEx,TRACK2402,64.0,2,Nota 2402
2403,1020,2025-11-16 12:20:54,2025-11-23 12:20:54,DHL,TRACK2403,9.47,5,Nota 2403
2404,2564,2024-02-01 07:37:04,2024-02-11 07:37:04,DHL,TRACK2404,23.37,5,Nota 2404
2405,1610,2024-01-24 23:37:21,2024-02-01 23:37:21,Correos,TRACK2405,8.19,2,Nota 2405
2406,2240,2023-04-05 20:33:23,2023-04-12 20:33:23,UPS,TRACK2406,43.69,5,Nota 2406
2407,686,2024-04-20 14:54:08,2024-04-21 14:54:08,DHL,TRACK2407,82.67,3,Nota 2407
2408,704,2024-01-02 04:57:48,2024-01-08 04:57:48,FedEx,TRACK2408,60.45,1,Nota 2408
2409,1100,2025-03-23 17:12:16,2025-03-27 17:12:16,DHL,TRACK2409,97.76,2,Nota 2409
2410,2089,2023-06-01 07:13:10,2023-06-07 07:13:10,UPS,TRACK2410,42.09,1,Nota 2410
2411,1642,2025-10-09 21:22:17,2025-10-11 21:22:17,DHL,TRACK2411,43.31,5,Nota 2411
2412,180,2025-09-04 08:32:52,2025-09-14 08:32:52,FedEx,TRACK2412,53.58,3,Nota 2412
2413,1964,2023-11-13 14:30:42,2023-11-14 14:30:42,FedEx,TRACK2413,99.5,4,Nota 2413
2414,795,2025-03-24 21:46:42,2025-03-26 21:46:42,FedEx,TRACK2414,10.78,3,Nota 2414
2415,842,2023-11-15 00:30:01,2023-11-21 00:30:01,Correos,TRACK2415,90.03,2,Nota 2415
2416,1471,2024-07-29 14:36:12,2024-08-08 14:36:12,Correos,TRACK2416,32.37,2,Nota 2416
2417,1005,2023-05-18 15:10:19,2023-05-19 15:10:19,FedEx,TRACK2417,42.12,1,Nota 2417
2418,1076,2024-01-20 04:36:24,2024-01-29 04:36:24,FedEx,TRACK2418,76.2,2,Nota 2418
2419,811,2024-10-13 04:16:48,2024-10-14 04:16:48,FedEx,TRACK2419,75.85,1,Nota 2419
2420,615,2025-05-14 09:15:56,2025-05-18 09:15:56,FedEx,TRACK2420,26.59,4,Nota 2420
2421,2141,2025-08-03 10:18:14,2025-08-06 10:18:14,UPS,TRACK2421,33.79,4,Nota 2421
2422,2252,2024-11-03 17:29:06,2024-11-10 17:29:06,FedEx,TRACK2422,69.22,3,Nota 2422
2423,2079,2023-12-29 15:19:21,2024-01-06 15:19:21,FedEx,TRACK2423,8.8,5,Nota 2423
2424,492,2023-09-15 05:29:48,2023-09-18 05:29:48,Correos,TRACK2424,96.56,4,Nota 2424
2425,1973,2023-10-08 01:08:13,2023-10-10 01:08:13,Correos,TRACK2425,59.17,4,Nota 2425
2426,205,2024-09-19 01:27:01,2024-09-26 01:27:01,DHL,TRACK2426,20.08,2,Nota 2426
2427,2628,2024-07-18 18:25:25,2024-07-25 18:25:25,Correos,TRACK2427,36.01,3,Nota 2427
2428,2111,2024-05-27 09:44:03,2024-06-04 09:44:03,Correos,TRACK2428,77.79,2,Nota 2428
2429,1382,2025-06-14 02:41:03,2025-06-17 02:41:03,Correos,TRACK2429,84.6,3,Nota 2429
2430,1609,2025-06-06 09:57:25,2025-06-10 09:57:25,UPS,TRACK2430,74.02,3,Nota 2430
2431,2547,2025-06-18 12:32:42,2025-06-22 12:32:42,Correos,TRACK2431,9.36,3,Nota 2431
2432,968,2024-03-02 21:06:29,2024-03-07 21:06:29,UPS,TRACK2432,25.39,5,Nota 2432
2433,2666,2024-04-18 08:30:18,2024-04-27 08:30:18,DHL,TRACK2433,39.83,5,Nota 2433
2434,1687,2025-07-23 04:51:06,2025-07-26 04:51:06,FedEx,TRACK2434,85.63,5,Nota 2434
2435,2093,2024-09-15 04:10:49,2024-09-25 04:10:49,Correos,TRACK2435,73.72,1,Nota 2435
2436,2006,2025-08-13 03:12:03,2025-08-19 03:12:03,Correos,TRACK2436,64.8,5,Nota 2436
2437,2829,2024-10-16 06:12:06,2024-10-21 06:12:06,FedEx,TRACK2437,8.86,5,Nota 2437
2438,1468,2024-07-25 12:41:07,2024-07-27 12:41:07,FedEx,TRACK2438,90.93,2,Nota 2438
2439,2090,2023-12-23 09:57:58,2023-12-28 09:57:58,UPS,TRACK2439,25.63,3,Nota 2439
2440,180,2025-05-07 16:34:06,2025-05-08 16:34:06,Correos,TRACK2440,95.48,3,Nota 2440
2441,2505,2024-02-07 21:51:28,2024-02-13 21:51:28,UPS,TRACK2441,63.07,2,Nota 2441
2442,1982,2023-02-15 23:28:30,2023-02-21 23:28:30,DHL,TRACK2442,48.93,1,Nota 2442
2443,2209,2024-08-25 05:47:24,2024-08-31 05:47:24,Correos,TRACK2443,54.37,1,Nota 2443
2444,1555,2024-06-06 15:14:13,2024-06-07 15:14:13,FedEx,TRACK2444,81.83,3,Nota 2444
2445,1684,2025-12-06 20:42:13,2025-12-08 20:42:13,FedEx,TRACK2445,94.16,2,Nota 2445
2446,2643,2024-01-16 18:22:39,2024-01-25 18:22:39,UPS,TRACK2446,38.11,2,Nota 2446
2447,406,2024-04-23 23:10:15,2024-05-01 23:10:15,Correos,TRACK2447,12.12,4,Nota 2447
2448,1760,2025-08-12 09:54:43,2025-08-22 09:54:43,UPS,TRACK2448,54.72,5,Nota 2448
2449,1946,2025-02-26 15:21:16,2025-03-01 15:21:16,Correos,TRACK2449,56.65,5,Nota 2449
2450,1177,2024-03-26 05:04:25,2024-03-31 05:04:25,DHL,TRACK2450,81.63,2,Nota 2450
2451,2850,2024-05-12 17:26:22,2024-05-14 17:26:22,Correos,TRACK2451,92.17,3,Nota 2451
2452,370,2025-04-26 12:26:47,2025-04-27 12:26:47,DHL,TRACK2452,60.8,4,Nota 2452
2453,136,2025-01-08 15:52:54,2025-01-11 15:52:54,DHL,TRACK2453,9.46,5,Nota 2453
2454,85,2025-06-22 08:19:52,2025-06-30 08:19:52,Correos,TRACK2454,79.19,3,Nota 2454
2455,1724,2023-05-18 19:11:54,2023-05-20 19:11:54,UPS,TRACK2455,48.3,1,Nota 2455
2456,2492,2024-05-08 13:23:04,2024-05-11 13:23:04,UPS,TRACK2456,76.88,4,Nota 2456
2457,41,2024-08-23 01:42:30,2024-09-01 01:42:30,FedEx,TRACK2457,62.83,4,Nota 2457
2458,1061,2025-02-16 00:12:26,2025-02-23 00:12:26,FedEx,TRACK2458,40.48,2,Nota 2458
2459,205,2024-12-27 07:57:03,2025-01-05 07:57:03,DHL,TRACK2459,52.75,1,Nota 2459
2460,808,2025-05-26 13:39:37,2025-06-04 13:39:37,FedEx,TRACK2460,93.41,5,Nota 2460
2461,2767,2025-04-02 02:55:17,2025-04-11 02:55:17,DHL,TRACK2461,59.44,4,Nota 2461
2462,477,2024-11-03 05:15:44,2024-11-10 05:15:44,Correos,TRACK2462,10.69,3,Nota 2462
2463,1054,2024-10-17 18:53:59,2024-10-20 18:53:59,Correos,TRACK2463,60.27,4,Nota 2463
2464,415,2023-09-13 17:10:10,2023-09-14 17:10:10,UPS,TRACK2464,83.03,5,Nota 2464
2465,827,2025-11-30 00:14:14,2025-12-10 00:14:14,FedEx,TRACK2465,48.54,3,Nota 2465
2466,1347,2025-12-06 16:38:08,2025-12-14 16:38:08,DHL,TRACK2466,42.36,3,Nota 2466
2467,1986,2024-07-07 06:36:13,2024-07-17 06:36:13,DHL,TRACK2467,35.8,5,Nota 2467
2468,2034,2023-04-25 22:36:27,2023-05-04 22:36:27,Correos,TRACK2468,61.52,2,Nota 2468
2469,2626,2023-08-05 09:40:33,2023-08-15 09:40:33,FedEx,TRACK2469,97.96,1,Nota 2469
2470,844,2023-09-23 12:42:31,2023-09-25 12:42:31,Correos,TRACK2470,29.08,5,Nota 2470
2471,245,2024-10-18 20:48:34,2024-10-19 20:48:34,UPS,TRACK2471,11.45,3,Nota 2471
2472,1173,2023-10-13 17:44:44,2023-10-21 17:44:44,DHL,TRACK2472,22.02,4,Nota 2472
